ASPIRE.1 ASPIRE.2 ASPIRE.3 GROUP SES
35.725	59.525	35.725	1	2
55.731	83.335	62.876	0	3
52.873	64.287	55.731	0	1
58.589	71.43	64.305	0	2
25.722	69.049	35.725	0	3
42.87	76.192	48.586	1	1
48.586	52.382	50.015	0	2
22.864	52.382	24.293	1	3
40.012	66.668	58.589	1	1
34.296	50.001	51.444	0	2
52.873	83.335	67.163	1	3
61.447	78.573	64.305	0	1
48.586	69.049	64.305	0	2
64.305	83.335	64.305	1	3
70.021	83.335	70.021	1	1
45.728	57.144	61.447	0	2
22.864	45.239	32.867	0	3
50.015	64.287	57.16	1	1
21.435	61.906	38.583	0	2
24.293	59.525	18.577	0	3
52.873	71.43	54.302	1	1
21.435	28.572	15.719	1	2
37.154	69.049	42.87	1	3
88.598	95.24	82.882	1	1
68.592	73.811	61.447	0	2
24.293	47.62	32.867	1	3
24.293	54.763	17.148	1	1
51.444	66.668	42.87	1	2
31.438	40.477	12.861	0	3
25.722	42.858	28.58	0	1
38.583	61.906	34.296	0	2
32.867	57.144	54.302	0	3
61.447	69.049	77.166	1	1
42.87	83.335	57.16	1	2
12.861	47.62	24.293	1	3
37.154	64.287	41.441	1	1
40.012	54.763	50.015	1	2
18.577	40.477	15.719	1	3
31.438	47.62	15.719	1	1
64.305	73.811	60.018	1	2
61.447	83.335	58.589	1	3
41.441	78.573	58.589	1	1
18.577	59.525	34.296	0	2
34.296	38.096	28.58	1	3
52.873	71.43	67.163	1	1
30.009	54.763	45.728	1	2
28.58	54.763	25.722	0	3
38.583	64.287	40.012	1	1
10.003	40.477	7.145	1	2
71.45	85.716	71.45	1	3
28.58	54.763	41.441	0	1
48.586	57.144	47.157	1	2
51.444	80.954	60.018	0	3
64.305	83.335	68.592	1	1
62.876	73.811	65.734	1	2
25.722	69.049	27.151	0	3
44.299	59.525	44.299	0	1
68.592	78.573	77.166	1	2
34.296	42.858	30.009	0	3
10.003	40.477	14.29	0	1
12.861	64.287	22.864	1	2
52.873	69.049	48.586	1	3
45.728	85.716	57.16	1	1
52.873	73.811	37.154	1	2
48.586	59.525	50.015	1	3
30.009	47.62	50.015	0	1
64.305	83.335	62.876	1	2
72.879	80.954	82.882	1	3
72.879	76.192	78.595	0	1
41.441	69.049	52.873	0	2
18.577	64.287	18.577	1	3
25.722	59.525	41.441	1	1
44.299	66.668	47.157	0	2
52.873	71.43	58.589	0	3
47.157	73.811	40.012	0	1
44.299	78.573	48.586	1	2
67.163	80.954	75.737	1	3
38.583	61.906	41.441	1	1
12.861	61.906	7.145	1	2
50.015	73.811	61.447	1	3
67.163	61.906	70.021	1	1
34.296	69.049	44.299	1	2
47.157	69.049	57.16	1	3
71.45	78.573	77.166	1	1
22.864	73.811	45.728	0	2
50.015	73.811	47.157	0	3
35.725	69.049	55.731	1	1
54.302	88.097	68.592	1	2
84.311	95.24	88.598	1	3
50.015	80.954	54.302	1	1
25.722	45.239	44.299	0	2
30.009	52.382	30.009	1	3
62.876	83.335	67.163	1	1
70.021	76.192	72.879	1	2
57.16	71.43	61.447	1	3
21.435	57.144	25.722	1	1
41.441	76.192	38.583	0	2
27.151	38.096	25.722	1	3
34.296	59.525	34.296	0	1
30.009	66.668	40.012	1	2
64.305	85.716	81.453	1	3
24.293	61.906	25.722	0	1
45.728	69.049	37.154	0	2
72.879	76.192	74.308	1	3
27.151	35.715	12.861	0	1
64.305	80.954	75.737	1	2
72.879	76.192	78.595	0	3
31.438	64.287	45.728	1	1
74.308	88.097	71.45	1	2
52.873	83.335	67.163	1	3
67.163	90.478	72.879	1	1
47.157	80.954	52.873	1	2
22.864	26.191	17.148	0	3
22.864	61.906	30.009	0	1
51.444	88.097	74.308	0	2
68.592	85.716	75.737	1	3
82.882	97.621	82.882	1	1
57.16	76.192	52.873	0	2
45.728	59.525	34.296	0	3
50.015	64.287	37.154	1	1
27.151	52.382	34.296	1	2
68.592	92.859	75.737	1	3
64.305	64.287	75.737	1	1
42.87	80.954	44.299	1	2
45.728	78.573	50.015	1	3
47.157	80.954	55.731	1	1
42.87	66.668	51.444	1	2
61.447	83.335	68.592	1	3
40.012	73.811	58.589	0	1
50.015	64.287	62.876	0	2
57.16	73.811	61.447	1	3
61.447	90.478	71.45	1	1
31.438	66.668	47.157	1	2
34.296	83.335	21.435	0	3
81.453	83.335	80.024	1	1
65.734	71.43	81.453	0	2
54.302	83.335	55.731	0	3
37.154	54.763	37.154	1	1
38.583	66.668	24.293	1	2
25.722	52.382	20.006	1	3
71.45	85.716	75.737	1	1
58.589	76.192	65.734	1	2
21.435	35.715	5.716	0	3
62.876	85.716	65.734	0	1
57.16	83.335	67.163	0	2
27.151	42.858	20.006	1	3
58.589	80.954	64.305	1	1
45.728	66.668	41.441	1	2
82.882	90.478	87.169	1	3
52.873	64.287	58.589	1	1
55.731	73.811	55.731	1	2
32.867	59.525	45.728	1	3
27.151	42.858	12.861	0	1
24.293	57.144	34.296	1	2
24.293	57.144	21.435	0	3
30.009	57.144	41.441	0	1
48.586	78.573	44.299	1	2
15.719	61.906	22.864	1	3
80.024	85.716	77.166	0	1
50.015	78.573	38.583	0	2
75.737	90.478	85.74	1	3
54.302	76.192	51.444	1	1
35.725	66.668	37.154	1	2
31.438	66.668	45.728	1	3
8.574	4.762	5.716	0	1
68.592	95.24	81.453	1	2
58.589	80.954	62.876	0	3
61.447	80.954	54.302	1	1
72.879	85.716	71.45	1	2
42.87	69.049	45.728	1	3
78.595	95.24	87.169	1	1
84.311	78.573	87.169	0	2
54.302	76.192	61.447	1	3
62.876	64.287	70.021	0	1
54.302	78.573	65.734	1	2
60.018	61.906	55.731	1	3
52.873	76.192	54.302	1	1
18.577	42.858	28.58	1	2
67.163	88.097	74.308	1	3
52.873	64.287	51.444	1	1
31.438	52.382	45.728	0	2
57.16	88.097	52.873	1	3
7.145	38.096	1.429	0	1
27.151	54.763	34.296	1	2
52.873	42.858	52.873	1	3
51.444	47.62	62.876	0	1
21.435	47.62	11.432	1	2
67.163	66.668	58.589	0	3
67.163	73.811	65.734	0	1
44.299	59.525	45.728	1	2
18.577	33.334	18.577	0	3
40.012	50.001	45.728	1	1
17.148	71.43	30.009	1	2
57.16	80.954	58.589	1	3
41.441	57.144	51.444	0	1
58.589	78.573	71.45	1	2
11.432	42.858	17.148	0	3
30.009	45.239	35.725	0	1
51.444	66.668	58.589	1	2
75.737	97.621	77.166	1	3
87.169	90.478	84.311	1	1
50.015	71.43	44.299	1	2
41.441	71.43	51.444	1	3
21.435	52.382	14.29	0	1
64.305	73.811	65.734	0	2
41.441	64.287	45.728	1	3
38.583	76.192	51.444	1	1
68.592	80.954	57.16	1	2
45.728	64.287	41.441	1	3
17.148	50.001	22.864	0	1
41.441	61.906	47.157	0	2
60.018	54.763	42.87	0	3
27.151	52.382	32.867	1	1
22.864	52.382	25.722	1	2
54.302	92.859	51.444	1	3
60.018	61.906	54.302	1	1
70.021	90.478	80.024	1	2
32.867	61.906	54.302	1	3
67.163	85.716	80.024	1	1
38.583	66.668	37.154	1	2
52.873	78.573	58.589	1	3
71.45	47.62	70.021	0	1
61.447	69.049	68.592	0	2
32.867	73.811	38.583	1	3
38.583	78.573	65.734	0	1
32.867	69.049	38.583	1	2
30.009	64.287	30.009	0	3
55.731	80.954	57.16	0	1
40.012	47.62	45.728	0	2
50.015	71.43	55.731	0	3
48.586	83.335	57.16	0	1
37.154	66.668	32.867	1	2
15.719	59.525	8.574	1	3
22.864	54.763	14.29	0	1
62.876	90.478	70.021	1	2
64.305	88.097	70.021	1	3
77.166	85.716	78.595	1	1
47.157	78.573	57.16	1	2
52.873	73.811	57.16	1	3
64.305	71.43	74.308	1	1
