ir1 group gender sqrt_ir1 ln_ir1
57.16	1	1	7.56042326857432	4.04585435306167
20.01	1	2	4.47325384926901	2.99623214859564
35.73	1	1	5.97745765355138	3.57599067203532
15.72	1	2	3.9648455203198	2.75493378700106
11.43	1	1	3.38082830087539	2.43624147780672
24.29	1	2	4.92848861214064	3.19006474301408
10	1	2	3.16227766016838	2.30258509299405
34.3	1	1	5.85662018573853	3.53514535417189
28.58	1	1	5.34602656184946	3.35270717250172
38.58	1	2	6.21128006130781	3.65273400747758
41.44	1	1	6.43739077577243	3.72424659795123
25.72	1	2	5.07148893324239	3.24726889936942
34.3	1	1	5.85662018573853	3.53514535417189
20.01	1	2	4.47325384926901	2.99623214859564
17.15	1	1	4.14125584816973	2.84199817361195
64.31	1	2	8.01935159473632	4.16371514014677
8.57	1	2	2.92745623366089	2.14826773260969
14.29	1	1	3.78021163428716	2.65955999194178
22.86	1	2	4.78121323515277	3.12938865836666
60.02	1	1	7.74725757929863	4.09467784001222
28.58	1	2	5.34602656184946	3.35270717250172
1.43	1	1	1.19582607431014	.357674444271816
18.58	1	2	4.31045241245046	2.92208573338569
18.58	1	1	4.31045241245046	2.92208573338569
21.44	1	2	4.63033476111609	3.0652583362026
31.44	1	1	5.60713830755047	3.44808096756101
38.58	1	2	6.21128006130781	3.65273400747758
38.58	1	1	6.21128006130781	3.65273400747758
25.72	1	2	5.07148893324239	3.24726889936942
35.73	1	2	5.97745765355138	3.57599067203532
32.87	1	1	5.73323643328967	3.49256038767613
20.01	1	2	4.47325384926901	2.99623214859564
32.87	1	2	5.73323643328967	3.49256038767613
8.57	1	1	2.92745623366089	2.14826773260969
44.3	1	2	6.65582451691749	3.79098467705109
15.72	1	2	3.9648455203198	2.75493378700106
31.44	1	2	5.60713830755047	3.44808096756101
34.3	1	1	5.85662018573853	3.53514535417189
37.15	1	2	6.09507998306831	3.61496377116377
21.44	1	1	4.63033476111609	3.0652583362026
32.87	1	2	5.73323643328967	3.49256038767613
27.15	1	1	5.21056618804521	3.30137704637994
31.44	1	2	5.60713830755047	3.44808096756101
38.58	1	1	6.21128006130781	3.65273400747758
28.58	1	1	5.34602656184946	3.35270717250172
58.59	1	2	7.65441049330384	4.0705640335567
22.86	1	1	4.78121323515277	3.12938865836666
12.86	1	2	3.58608421540822	2.55412171880947
32.87	1	2	5.73323643328967	3.49256038767613
48.59	1	1	6.97065276713738	3.88341774841781
10	1	2	3.16227766016838	2.30258509299405
7.15	1	1	2.67394839142419	1.96711235670592
31.44	1	2	5.60713830755047	3.44808096756101
44.3	1	1	6.65582451691749	3.79098467705109
18.58	1	2	4.31045241245046	2.92208573338569
28.58	1	1	5.34602656184946	3.35270717250172
51.44	1	2	7.17216843081644	3.94041607992936
21.44	1	1	4.63033476111609	3.0652583362026
44.3	1	2	6.65582451691749	3.79098467705109
71.45	1	1	8.45281018360166	4.26899790437588
20.01	1	2	4.47325384926901	2.99623214859564
25.72	1	2	5.07148893324239	3.24726889936942
52.87	1	1	7.2711759709142	3.96783607024736
37.15	1	2	6.09507998306831	3.61496377116377
27.15	1	1	5.21056618804521	3.30137704637994
7.15	1	2	2.67394839142419	1.96711235670592
17.15	1	2	4.14125584816973	2.84199817361195
20.01	1	2	4.47325384926901	2.99623214859564
55.73	1	1	7.46525284233562	4.02051860158145
47.16	1	2	6.86731388535576	3.85354607566917
37.15	1	2	6.09507998306831	3.61496377116377
10	1	2	3.16227766016838	2.30258509299405
55.73	1	1	7.46525284233562	4.02051860158145
32.87	1	2	5.73323643328967	3.49256038767613
38.58	1	1	6.21128006130781	3.65273400747758
7.15	1	2	2.67394839142419	1.96711235670592
47.16	1	2	6.86731388535576	3.85354607566917
60.02	1	1	7.74725757929863	4.09467784001222
21.44	1	2	4.63033476111609	3.0652583362026
15.72	1	1	3.9648455203198	2.75493378700106
52.87	1	2	7.2711759709142	3.96783607024736
51.44	1	1	7.17216843081644	3.94041607992936
11.43	1	2	3.38082830087539	2.43624147780672
25.72	1	1	5.07148893324239	3.24726889936942
45.73	1	2	6.76239602507868	3.82275453766996
38.58	1	1	6.21128006130781	3.65273400747758
42.87	1	2	6.54751861394834	3.75817228060989
32.87	1	1	5.73323643328967	3.49256038767613
34.3	1	2	5.85662018573853	3.53514535417189
24.29	1	1	4.92848861214064	3.19006474301408
45.73	1	1	6.76239602507868	3.82275453766996
15.72	1	2	3.9648455203198	2.75493378700106
25.72	1	2	5.07148893324239	3.24726889936942
12.86	1	1	3.58608421540822	2.55412171880947
58.59	1	2	7.65441049330384	4.0705640335567
32.87	1	1	5.73323643328967	3.49256038767613
12.86	1	1	3.58608421540822	2.55412171880947
30.01	1	2	5.47813836992094	3.40153065945228
28.58	1	1	5.34602656184946	3.35270717250172
78.6	1	2	8.8656641037206	4.36437169943516
30.01	1	1	5.47813836992094	3.40153065945228
47.16	1	2	6.86731388535576	3.85354607566917
28.58	1	1	5.34602656184946	3.35270717250172
18.58	1	1	4.31045241245046	2.92208573338569
25.72	1	2	5.07148893324239	3.24726889936942
18.58	1	1	4.31045241245046	2.92208573338569
61.45	1	2	7.8390050389064	4.11822383601204
38.58	1	1	6.21128006130781	3.65273400747758
21.44	1	2	4.63033476111609	3.0652583362026
21.44	1	1	4.63033476111609	3.0652583362026
34.3	1	1	5.85662018573853	3.53514535417189
42.87	1	1	6.54751861394834	3.75817228060989
50.02	1	2	7.07248188403477	3.91242292544947
41.44	1	1	6.43739077577243	3.72424659795123
57.16	1	2	7.56042326857432	4.04585435306167
27.15	1	2	5.21056618804521	3.30137704637994
25.72	1	2	5.07148893324239	3.24726889936942
24.29	1	1	4.92848861214064	3.19006474301408
24.29	1	2	4.92848861214064	3.19006474301408
12.86	1	1	3.58608421540822	2.55412171880947
31.44	1	2	5.60713830755047	3.44808096756101
18.58	1	1	4.31045241245046	2.92208573338569
28.58	1	1	5.34602656184946	3.35270717250172
18.58	1	1	4.31045241245046	2.92208573338569
14.29	1	2	3.78021163428716	2.65955999194178
7.15	1	2	2.67394839142419	1.96711235670592
25.72	1	1	5.07148893324239	3.24726889936942
17.15	1	1	4.14125584816973	2.84199817361195
7.15	1	2	2.67394839142419	1.96711235670592
30.01	1	1	5.47813836992094	3.40153065945228
38.58	1	1	6.21128006130781	3.65273400747758
42.87	1	2	6.54751861394834	3.75817228060989
40.01	1	1	6.32534584034739	3.68912942286914
48.59	1	2	6.97065276713738	3.88341774841781
25.72	1	1	5.07148893324239	3.24726889936942
24.29	1	2	4.92848861214064	3.19006474301408
18.58	1	1	4.31045241245046	2.92208573338569
18.58	1	2	4.31045241245046	2.92208573338569
34.3	1	1	5.85662018573853	3.53514535417189
22.86	1	2	4.78121323515277	3.12938865836666
24.29	1	2	4.92848861214064	3.19006474301408
24.29	1	1	4.92848861214064	3.19006474301408
25.72	1	2	5.07148893324239	3.24726889936942
20.01	1	1	4.47325384926901	2.99623214859564
42.87	1	2	6.54751861394834	3.75817228060989
22.86	1	1	4.78121323515277	3.12938865836666
58.59	1	2	7.65441049330384	4.0705640335567
25.72	1	1	5.07148893324239	3.24726889936942
30.01	1	2	5.47813836992094	3.40153065945228
15.72	1	1	3.9648455203198	2.75493378700106
